Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,Pepsi,2024,6,7766,29878134.19,23457145.52
Sucursal Norte,Coca Cola,2024,7,15831,84973573.55,59041709.26
Sucursal Norte,Fanta,2024,7,786,573213.94,437088.52
Sucursal Norte,Sprite,2024,7,5411,15607594.79,11999775.17
Sucursal Norte,7 Up,2024,7,4669,7565250.11,4909461.25
Sucursal Norte,Pepsi,2024,7,8469,29769429.94,23446757.99
Sucursal Centro,Coca Cola,2024,7,15935,97453472.13,66843726.98
Sucursal Centro,Fanta,2024,7,809,556836.63,336520.95
Sucursal Centro,Sprite,2024,7,4935,13364106.3,10399709.29
Sucursal Centro,7 Up,2024,7,4928,7492646.76,5605243.32
Sucursal Centro,Pepsi,2024,7,7533,27568155.21,19283153.8
Sucursal Sur,Coca Cola,2024,7,15643,89982624.7,68931413.74
Sucursal Sur,Fanta,2024,7,824,567358.29,370785.9
Sucursal Sur,Sprite,2024,7,4825,14750750.3,11159524.92
Sucursal Sur,7 Up,2024,7,5152,7163978.71,5555899.32
Sucursal Sur,Pepsi,2024,7,8139,26085218.8,17258861.78
Sucursal Norte,Coca Cola,2024,8,14650,89730677.36,67694568.07
Sucursal Norte,Fanta,2024,8,749,601370.77,478067.7
Sucursal Norte,Sprite,2024,8,5667,16987267.61,13043448.14
Sucursal Norte,7 Up,2024,8,5203,7180657.22,5539690.35
Sucursal Norte,Pepsi,2024,8,7541,24604945.77,18123751.03
Sucursal Centro,Coca Cola,2024,8,14576,90372885.77,69743773.31
Sucursal Centro,Fanta,2024,8,886,706593.86,510525.16
Sucursal Centro,Sprite,2024,8,4767,12612312.35,9396661.08
Sucursal Centro,7 Up,2024,8,4557,7431858.26,5160442.35
Sucursal Centro,Pepsi,2024,8,7671,24707094.19,15699758.71
Sucursal Sur,Coca Cola,2024,8,14747,87727660.15,65842501.59
Sucursal Sur,Fanta,2024,8,767,611906.22,461942.47
Sucursal Sur,Sprite,2024,8,4796,12696684.97,7875097.22
Sucursal Sur,7 Up,2024,8,5438,7851591.72,5700389.23
Sucursal Sur,Pepsi,2024,8,7747,26573877.13,18940003.01
Sucursal Norte,Coca Cola,2024,9,16093,93589277.95,57172714.17
Sucursal Norte,Fanta,2024,9,753,517003.7,378886.72
Sucursal Norte,Sprite,2024,9,5185,14213005.89,10773088.98
Sucursal Norte,7 Up,2024,9,4703,6990371.82,5456654.67
Sucursal Norte,Pepsi,2024,9,7604,27647561.98,18970144.91
Sucursal Centro,Coca Cola,2024,9,14116,75384454.25,55699973.26
Sucursal Centro,Fanta,2024,9,822,643116.21,387561.93
Sucursal Centro,Sprite,2024,9,5719,14365950.63,10717836.74
Sucursal Centro,7 Up,2024,9,5546,7735522.09,5196139.21
Sucursal Centro,Pepsi,2024,9,7986,25610449.36,20397704.23
Sucursal Sur,Coca Cola,2024,9,15218,95076911.02,63304232.75
Sucursal Sur,Fanta,2024,9,755,553912.83,384152.97
Sucursal Sur,Sprite,2024,9,5070,13740653.7,8395853.54
Sucursal Sur,7 Up,2024,9,5539,8546485.63,5387204.37
Sucursal Sur,Pepsi,2024,9,7288,24868820.99,18291796.58
Sucursal Norte,Coca Cola,2024,10,15093,86204675.72,62258846.54
Sucursal Norte,Fanta,2024,10,873,662826.34,457717.04
Sucursal Norte,Sprite,2024,10,5079,13189193.59,9441369.59
Sucursal Norte,7 Up,2024,10,5393,8372255.84,6227137.66
Sucursal Norte,Pepsi,2024,10,7424,26296210.29,16264571.62
Sucursal Centro,Coca Cola,2024,10,15470,96649848.09,61934254.62
Sucursal Centro,Fanta,2024,10,825,575947.44,387575.63
Sucursal Centro,Sprite,2024,10,5320,15126196.68,10095860.11
Sucursal Centro,7 Up,2024,10,5404,7440295.3,4673677.86
Sucursal Centro,Pepsi,2024,10,8398,31577533.87,24524449.18
Sucursal Sur,Coca Cola,2024,10,15227,82009021.27,50555222.77
Sucursal Sur,Fanta,2024,10,858,642731.08,488342.21
Sucursal Sur,Sprite,2024,10,5732,14835634.22,10356170.64
Sucursal Sur,7 Up,2024,10,4790,6473402.55,4081643.2
Sucursal Sur,Pepsi,2024,10,8220,29404205.57,20948998.16
Sucursal Norte,Coca Cola,2024,11,14117,74111804.12,47413037.93
Sucursal Norte,Fanta,2024,11,861,609395.08,409721.03
Sucursal Norte,Sprite,2024,11,5686,15679887.52,10571101.63
Sucursal Norte,7 Up,2024,11,5407,8558297.41,6096358.88
Sucursal Norte,Pepsi,2024,11,8734,33198251.56,22387773.55
Sucursal Centro,Coca Cola,2024,11,13269,79131152.26,49084107.69
Sucursal Centro,Fanta,2024,11,890,591613.17,425607.37
Sucursal Centro,Sprite,2024,11,5707,15314186.17,9601529.94
Sucursal Centro,7 Up,2024,11,5308,7913296.07,6059111.51
Sucursal Centro,Pepsi,2024,11,7200,27095025.26,16988617.45
Sucursal Sur,Coca Cola,2024,11,14761,78580928.55,56087992.99
Sucursal Sur,Fanta,2024,11,841,660058.12,409925.23
Sucursal Sur,Sprite,2024,11,5134,15031699.52,11664865.85
Sucursal Sur,7 Up,2024,11,4914,7523627.42,4966173.18
Sucursal Sur,Pepsi,2024,11,8130,25840613.18,15714807.45
Sucursal Norte,Coca Cola,2024,12,13452,83145878.59,54582982.08
Sucursal Norte,Fanta,2024,12,890,668015.45,409795.95
Sucursal Norte,Sprite,2024,12,5423,13726525.35,10074375.9
Sucursal Norte,7 Up,2024,12,5303,7258034.25,4427944.34
Sucursal Norte,Pepsi,2024,12,7272,27206293.05,16961339.39
Sucursal Centro,Coca Cola,2024,12,14346,89146845.46,71188992.54
Sucursal Centro,Fanta,2024,12,837,607080.01,483282.54
Sucursal Centro,Sprite,2024,12,5123,13639328.87,10468783.71
Sucursal Centro,7 Up,2024,12,5296,7464226.28,5730279.12
Sucursal Centro,Pepsi,2024,12,8112,26555233.71,20929591.19
Sucursal Sur,Coca Cola,2024,12,13527,75452674.42,57068079.69
Sucursal Sur,Fanta,2024,12,791,528881.47,379912.09
Sucursal Sur,Sprite,2024,12,4881,13559765.87,10254580.0
Sucursal Sur,7 Up,2024,12,5148,7407621.6,4599944.58
Sucursal Sur,Pepsi,2024,12,8259,29972503.82,18932543.47
